Timestamp;TA1;TA2;TA3;TA4;TA5;TB1;TB2;TB3;TB4;TB5;TC1;TC2;TC3;TC4;TC5;TD1;PZ;PX;FLLR1;FLHR1;XV;ZV;AV;VS;HT;ST;SP1;PC
2024-05-23-09:35:07.969;1372;451;475;494;457;481;458;460;511;1372;1372;1372;1372;1372;1372;1372;54,00000039227123;2661,0018406805134;-0,633105874;-1,18106842;-0,000912177;-8,41E-07;55;Suck;51,61399841308594;18,437999725341797;-510,5441589;7542,458496
2024-05-23-09:35:08.969;1372;452;477;497;457;484;459;461;512;1372;1372;1372;1372;1372;1372;1372;53,87822037608106;2661,0018631521607;0,1488390564918518;-0,52796936;0,000579475;-0,827925265;0;Off;-1;-1;-484,9696045;7470,40332
2024-05-23-09:35:09.969;1372;451;480;497;458;486;459;461;513;1372;1372;1372;1372;1372;1372;1372;52,371200157641454;2661,0018631521607;0,14920532703399658;-0,302131653;0,000532464;-1,599772334;0;Off;-1;-1;-434,9192505;7424,227051
2024-05-23-09:35:10.969;1372;451;483;497;460;489;460;464;512;1372;1372;1372;1372;1372;1372;1372;50,77117675958863;2661,0018631521607;0,1894286870956421;-0,314338684;0,000727694;-1,602044821;0;Off;-1;-1;-399,1516113;7451,120605
2024-05-23-09:35:11.969;1372;452;492;498;465;492;463;464;513;1372;1372;1372;1372;1372;1372;1372;49,171249928101474;2661,0018406805134;0,180822492;-0,302131653;-0,000942776;-1,600749731;0;Off;-1;-1;-380,2911377;8201,611328
2024-05-23-09:35:12.969;1372;452;491;498;473;495;466;467;513;1372;1372;1372;1372;1372;1372;1372;47,571152309465106;2661,0018631521607;0,164830744;-0,259407043;0,000152788;-1,600543022;0;Off;-1;-1;-354,5335083;7414,585938
2024-05-23-09:35:13.969;1372;449;493;498;479;497;469;467;513;1372;1372;1372;1372;1372;1372;1372;45,97119515;2661,0018406805134;0,1476183533668518;-0,454727173;-0,001192775;-1,602400661;0;Off;-1;-1;-320,9020996;7457,717285
2024-05-23-09:35:14.969;1372;452;495;498;483;498;472;470;513;1372;1372;1372;1372;1372;1372;1372;44,37125555066811;2661,0018631521607;0,14273536205291748;-0,265510559;0,000829885;-1,598483086;0;Off;-1;-1;-292,2757568;7433,868164
2024-05-23-09:35:15.969;1372;452;495;499;484;499;474;472;513;1372;1372;1372;1372;1372;1372;1372;42,771183470297046;2661,0018631521607;0,1396225094795227;-0,241096497;0,000791404;-1,599671721;0;Off;-1;-1;-265,0532837;7413,570801
2024-05-23-09:35:16.969;1372;452;495;498;485;500;475;473;513;1372;1372;1372;1372;1372;1372;1372;41,171257436880694;2661,0018631521607;0,13663166761398315;-0,253303528;0,001060718;-1,60019803;0;Off;-1;-1;-243,0189209;8201,611328
2024-05-23-09:35:17.969;1372;452;495;499;486;504;476;474;508;1372;1372;1372;1372;1372;1372;1372;39,571269952013466;2661,0018406805134;0,13339674472808838;-0,259407043;-0,001049831;-1,593595147;0;Off;-1;-1;-224,9519043;7396,318359
2024-05-23-09:35:18.969;1372;452;496;499;488;501;478;475;513;1372;1372;1372;1372;1372;1372;1372;37,97110928578459;2661,0018631521607;0,12698781490325928;-0,509658813;0,000637718;-1,602159142;0;Off;-1;-1;-207,6784668;7400,885254
2024-05-23-09:35:19.969;1372;452;495;499;487;501;478;475;513;1372;1372;1372;1372;1372;1372;1372;36,37120719449197;2661,0018631521607;0,12234902381896973;-0,485244751;0,000500492;-1,601758003;0;Off;-1;-1;-194,3723755;7396,825684
2024-05-23-09:35:20.969;1372;452;496;499;488;501;479;479;513;1372;1372;1372;1372;1372;1372;1372;34,771210930846024;2661,0018631521607;0,11978548765182495;-0,296028137;0,000232968;-1,599690437;0;Off;-1;-1;-183,9960938;7432,345703
2024-05-23-09:35:21.969;1372;452;496;500;489;502;480;476;513;1372;1372;1372;1372;1372;1372;1372;33,17120269613824;2661,0018631521607;0,11441421508789062;-0,302131653;0,001052033;-1,603768229;0;Off;-1;-1;-172,5211182;8176,240234
2024-05-23-09:35:22.969;1372;452;496;499;489;502;481;477;513;1372;1372;1372;1372;1372;1372;1372;31,57123675918234;2661,0018631521607;0,1095312237739563;-0,289924622;0,001074865;-1,601605892;0;Off;-1;-1;-162,5110474;7394,795898
2024-05-23-09:35:23.969;1372;452;496;500;489;502;482;478;513;1372;1372;1372;1372;1372;1372;1372;29,971193409359728;2661,0018631521607;0,10275614261627197;-0,503555298;0,000500172;-1,597860098;0;Off;-1;-1;-150,4257202;7396,825684
2024-05-23-09:35:24.969;1372;452;496;504;490;503;482;478;513;1372;1372;1372;1372;1372;1372;1372;28,37120433;2661,0018631521607;0,097445905;-0,509658813;0,001031784;-1,599298358;0;Off;-1;-1;-140,7818604;7471,417969
2024-05-23-09:35:25.969;1372;452;496;500;490;503;483;479;512;1372;1372;1372;1372;1372;1372;1372;26,771219237696045;2661,0018406805134;0,094882369;-0,296028137;-0,001259783;-1,600852489;0;Off;-1;-1;-134,2509155;7393,78125
2024-05-23-09:35:26.969;1372;452;496;501;490;504;484;480;513;1372;1372;1372;1372;1372;1372;1372;25,17117508980266;2661,0018631521607;0,089389026;-0,302131653;0,000606363;-1,599087238;0;Off;-1;-1;-126,1940308;8215,3125
2024-05-23-09:35:27.969;1372;452;495;501;491;504;484;480;512;1372;1372;1372;1372;1372;1372;1372;23,571224316191774;2661,0018631521607;0,084261954;-0,314338684;0,000998973;-1,598763466;0;Off;-1;-1;-117,9540405;7420,16748
2024-05-23-09:35:28.969;1372;452;497;501;491;504;484;481;513;1372;1372;1372;1372;1372;1372;1372;21,971212889200814;2661,0018406805134;0,077730954;-0,503555298;-0,001008338;-1,60203445;0;Off;-1;-1;-108,3101807;7396,318359
2024-05-23-09:35:29.969;1372;452;497;502;492;505;485;481;512;1372;1372;1372;1372;1372;1372;1372;20,371123251272337;2661,0018406805134;0,072603881;-0,521865845;-0,001267133;-1,602365494;0;Off;-1;-1;-100,680542;7396,825684
2024-05-23-09:35:30.969;1372;459;498;502;491;505;483;482;512;1372;1372;1372;1372;1372;1372;1372;18,77116609309516;2661,0018631521607;0,06997925;-0,296028137;9,44689E-05;-1,602379203;0;Off;-1;-1;-95,73657227;7413,570801
2024-05-23-09:35:31.969;1372;452;497;502;492;505;486;483;512;1372;1372;1372;1372;1372;1372;1372;17,171252030740675;2661,0018631521607;0,065096319;-0,308235168;0,00090559;-1,598915935;0;Off;-1;-1;-89,63287354;8018,936523
2024-05-23-09:35:32.969;1372;452;498;502;492;505;486;483;511;1372;1372;1372;1372;1372;1372;1372;15,57119192143145;2661,0018631521607;0,060701668;-0,314338684;0,00078308;-1,599110484;0;Off;-1;-1;-83,28503418;7392,258789
2024-05-23-09:35:33.969;1372;453;498;503;493;501;487;484;511;1372;1372;1372;1372;1372;1372;1372;13,971237955537418;2661,0018631521607;0,053621352;-0,540176392;0,000479656;-1,601359725;0;Off;-1;-1;-75,16711426;7392,766113
2024-05-23-09:35:34.969;1372;451;496;503;493;506;487;485;511;1372;1372;1372;1372;1372;1372;1372;12,371317508616613;2661,0018406805134;0,04886049;-0,52796936;-0,000865549;-1,592281818;0;Off;-1;-1;-69,7958374;7517,594238
2024-05-23-09:35:35.969;1372;452;498;503;493;506;488;486;511;1372;1372;1372;1372;1372;1372;1372;10,771175996086725;2661,0018406805134;0,046419024;-0,296028137;-0,001055984;-1,599298716;0;Off;-1;-1;-66,62188721;7400,377441
2024-05-23-09:35:36.969;1372;451;499;503;494;506;488;486;511;1372;1372;1372;1372;1372;1372;1372;9,171200482281364;2661,0018631521607;0,042329490184783936;-0,381484985;0,000634841;-1,604823112;0;Off;-1;-1;-61,12860107;8160,002441
2024-05-23-09:35:37.969;1372;451;499;503;490;506;488;487;511;1372;1372;1372;1372;1372;1372;1372;7,571240131821014;2661,0018631521607;0,037507593631744385;-0,363166809;0,000350665;-1,598179221;0;Off;-1;-1;-56,85595703;7393,78125
2024-05-23-09:35:38.969;1372;451;498;503;494;506;489;487;511;1372;1372;1372;1372;1372;1372;1372;5,9711864070781075;2661,0018406805134;0,03152597;-0,576797485;-0,001678488;-1,601399302;0;Off;-1;-1;-50,26397705;7392,766113
2024-05-23-09:35:39.969;1372;451;499;503;494;507;489;488;511;1372;1372;1372;1372;1372;1372;1372;4,371259575590955;2661,0018406805134;0,027436494827270508;-0,582901001;-0,001606703;-1,600416183;0;Off;-1;-1;-45,86932373;7410,526367
2024-05-23-09:35:40.969;1372;451;499;500;495;507;490;489;511;1372;1372;1372;1372;1372;1372;1372;2,7711938797862103;2661,0018631521607;0,025422275066375732;-0,363166809;0,00021613;-1,597859979;0;Off;-1;-1;-43,73303223;7414,078125
2024-05-23-09:35:41.969;1372;451;499;502;495;507;490;489;511;1372;1372;1372;1372;1372;1372;1372;1,171183250866079;2661,0018406805134;0,02108866;-0,393692017;-0,001124513;-1,599443555;0;Off;-1;-1;-39,94873047;8230,535156
2024-05-23-09:35:42.969;1372;451;499;502;495;507;490;490;510;1372;1372;1372;1372;1372;1372;1372;-0,428776302;2661,0018631521607;0,017548501;-0,43031311;0,000698215;-1,599766731;0;Off;-1;-1;-36,83581543;7431,838379
2024-05-23-09:35:43.969;1372;448;499;502;495;503;490;485;505;1372;1372;1372;1372;1372;1372;1372;-2,028798103;2661,0018631521607;0,013214886;-0,412002563;0,000563352;-1,597730637;0;Off;-1;-1;-33,05157471;7410,019043
2024-05-23-09:35:44.969;1372;451;498;501;495;507;491;491;510;1372;1372;1372;1372;1372;1372;1372;-3,628815915;2661,0018406805134;0,007599473;-0,619522095;-0,001412613;-1,600496769;0;Off;-1;-1;-27,74133301;7435,897949
2024-05-23-09:35:45.969;1372;451;499;501;496;507;491;492;509;1372;1372;1372;1372;1372;1372;1372;-5,228766689;2661,0018631521607;0,005829394;-0,43031311;2,92705E-05;-1,600335479;0;Off;-1;-1;-26,94781494;7437,927734
2024-05-23-09:35:46.969;1372;451;498;501;496;507;488;492;509;1372;1372;1372;1372;1372;1372;1372;-6,828863509;2661,0018631521607;0,002899587;-0,436416626;0,000752443;-1,601354361;0;Off;-1;-1;-24,26220703;8194,507813
2024-05-23-09:35:47.969;1372;453;499;501;502;507;491;492;509;1372;1372;1372;1372;1372;1372;1372;-8,428814283;2661,0018631521607;-0,00015223;-0,399795532;0,000469055;-1,603402615;0;Off;-1;-1;-21,82073975;7467,358398
2024-05-23-09:35:48.969;1372;451;498;500;496;506;492;493;508;1372;1372;1372;1372;1372;1372;1372;-10,02873473;2661,0018631521607;-0,003509283;-0,442520142;0,000837561;-1,5998106;0;Off;-1;-1;-19,3182373;7431,331055
2024-05-23-09:35:49.969;1372;451;499;500;496;506;492;493;508;1372;1372;1372;1372;1372;1372;1372;-11,62877569;2661,0018406805134;-0,00857532;-0,650047302;-0,000814687;-1,599968076;0;Off;-1;-1;-14,98461914;7574,426758
2024-05-23-09:35:50.969;1372;451;498;507;496;506;492;493;508;1372;1372;1372;1372;1372;1372;1372;-13,22876556;2661,0018631521607;-0,009246707;-0,47303772;0,000915333;-1,599621773;0;Off;-1;-1;-14,92352295;7430,82373
2024-05-23-09:35:51.969;1372;452;498;499;496;506;492;494;507;1372;1372;1372;1372;1372;1372;1372;-14,82872751;2661,0018631521607;-0,012237549;-0,436416626;0,00051045;-1,594540715;0;Off;-1;-1;-12,90930176;8039,233398
2024-05-23-09:35:52.969;1372;452;498;499;496;505;492;495;506;1372;1372;1372;1372;1372;1372;1372;-16,42890334;2661,0018631521607;-0,01486218;-0,448623657;0,000520579;-1,600158095;0;Off;-1;-1;-11,07824707;7430,82373
2024-05-23-09:35:53.969;1372;452;498;499;495;505;492;500;506;1372;1372;1372;1372;1372;1372;1372;-18,02883576;2661,0018631521607;-0,017547727;-0,436416626;0,000781397;-1,601400733;0;Off;-1;-1;-9,430236816;7425,241699
2024-05-23-09:35:54.969;1372;452;500;499;497;505;493;495;506;1372;1372;1372;1372;1372;1372;1372;-19,62880329;2661,0018631521607;-0,021637201;-0,650047302;0,001003582;-1,598144054;0;Off;-1;-1;-5,645935059;7419,660156
2024-05-23-09:35:55.969;1372;452;498;499;497;505;493;495;505;1372;1372;1372;1372;1372;1372;1372;-21,22883866;2661,0018406805134;-0,022125602;-0,448623657;-0,001790671;-1,604729176;0;Off;-1;-1;-6,805603027;7439,957031
2024-05-23-09:35:56.969;1372;452;498;498;497;504;497;495;508;1372;1372;1372;1372;1372;1372;1372;-22,82875352;2661,0018631521607;-0,024444938;-0,47303772;0,000492269;-1,60187912;0;Off;-1;-1;-4,913452148;8272,652344
2024-05-23-09:35:57.969;1372;452;498;501;497;504;493;496;504;1372;1372;1372;1372;1372;1372;1372;-24,42880166;2661,0018631521607;-0,026093006;-0,454727173;0,000221754;-1,597831845;0;Off;-1;-1;-3,875854492;7427,271484
2024-05-23-09:35:58.969;1372;452;498;497;497;504;493;496;503;1372;1372;1372;1372;1372;1372;1372;-26,02886496;2661,0018631521607;-0,028290272;-0,479141235;0,000443689;-1,603170514;0;Off;-1;-1;-2,166809082;7446,553711
2024-05-23-09:35:59.969;1372;452;497;496;496;503;493;496;503;1372;1372;1372;1372;1372;1372;1372;-27,00010355;2661,0018631521607;-0,032013535;-0,704978943;0,000608465;-0,003812528;0;Off;-1;-1;1,06817627;7410,019043
2024-05-23-09:36:00.969;1372;451;497;497;497;504;493;497;502;1372;1372;1372;1372;1372;1372;1372;-26,9999998;2659,9044377864457;-0,031647325;-0,485244751;-3,736671925;2,33238E-05;0;Off;-1;-1;0,030517578;7483,596191
2024-05-23-09:36:01.969;1372;452;497;496;497;502;493;497;502;1372;1372;1372;1372;1372;1372;1372;-26,99999581;2650,0956985862163;-0,032562852;-0,497451782;-17,31368637;-8,37E-05;0;Off;-1;-1;0,640869141;8294,47168
2024-05-23-09:36:02.969;1372;452;497;496;497;502;493;497;499;1372;1372;1372;1372;1372;1372;1372;-26,999999;2621,5669086906055;-0,03396678;-0,497451782;-41,06706238;-4,21E-05;0;Off;-1;-1;1,739562988;7483,596191
2024-05-23-09:36:03.969;1372;452;497;495;503;502;495;497;501;1372;1372;1372;1372;1372;1372;1372;-26,9999998;2565,5733613972666;-0,034943342;-0,497451782;-69,20324707;-3,61E-06;0;Off;-1;-1;2,594055176;7503,38623
2024-05-23-09:36:04.969;1372;452;496;495;497;501;493;498;501;1372;1372;1372;1372;1372;1372;1372;-26,9999998;2485,0949544347477;-0,03598094;-0,497451782;-89,39254761;3,56471E-05;0;Off;-1;-1;2,777160645;7486,133301
2024-05-23-09:36:05.969;1372;452;495;493;496;499;493;497;498;1372;1372;1372;1372;1372;1372;1372;-26,999999;2390,0730996087173;-0,037018538;-0,491348267;-98,77193451;6,71102E-05;0;Off;-1;-1;3,936889648;7518,608887
2024-05-23-09:36:06.969;1372;453;494;492;496;497;492;496;496;1372;1372;1372;1372;1372;1372;1372;-26,9999982;2290,233031478176;-0,03811729;-0,47303772;-99,57177734;0,000127456;0;Off;-1;-1;4,303100586;8291,426758
2024-05-23-09:36:07.969;1372;453;493;492;495;495;493;496;492;1372;1372;1372;1372;1372;1372;1372;-26,9999998;2190,269841192284;-0,039032817;-0,491348267;-100,2249222;-5,29E-06;0;Off;-1;-1;4,669311523;7520,638672
2024-05-23-09:36:08.969;1372;453;492;489;494;493;492;495;489;1372;1372;1372;1372;1372;1372;1372;-26,9999998;2090,2326517719557;-0,039521098;-0,491348267;-99,44748688;-2,61E-06;0;Off;-1;-1;5,218688965;7537,891602
2024-05-23-09:36:09.969;1372;453;492;488;494;491;492;500;484;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1990,2166306433487;-0,040497661;-0,491348267;-99,81160736;-2,26E-05;0;Off;-1;-1;5,645935059;7512,52002
2024-05-23-09:36:10.969;1372;453;491;487;488;490;492;495;484;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1890,2301597308924;-0,041169047;-0,497451782;-99,95404053;1,83615E-06;0;Off;-1;-1;6,500427246;7552,606934
2024-05-23-09:36:11.969;1372;453;490;486;492;488;491;494;481;1372;1372;1372;1372;1372;1372;1372;-26,999999;1790,2324529948046;-0,041474223;-0,479141235;-100,0818405;4,72239E-05;0;Off;-1;-1;6,92767334;8286,860352
2024-05-23-09:36:12.969;1372;453;489;484;491;486;491;494;478;1372;1372;1372;1372;1372;1372;1372;-26,999999;1690,2227014557839;-0,042023659;-0,424209595;-100,2588196;7,3405E-05;0;Off;-1;-1;7,110839844;7529,772461
2024-05-23-09:36:13.969;1372;453;489;480;496;485;490;493;475;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1590,2213318411923;-0,042450905;-0,424209595;-100,5876694;-2,50E-06;0;Off;-1;-1;7,965332031;7505,92334
2024-05-23-09:36:14.969;1372;449;488;482;490;484;490;492;473;1372;1372;1372;1372;1372;1372;1372;-26,999999;1490,2327710655404;-0,043061256;-0,405899048;-99,56931305;6,22468E-05;0;Off;-1;-1;8,392578125;7524,190918
2024-05-23-09:36:15.969;1372;452;487;480;489;483;489;492;470;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1390,2135589630225;-0,043427467;-0,387588501;-100,4366379;-1,38E-05;0;Off;-1;-1;8,270507813;7534,339355
2024-05-23-09:36:16.969;1372;453;486;479;488;478;489;489;471;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1290,2287060091687;-0,043427467;-0,399795532;-100,2307129;-9,92E-06;0;Off;-1;-1;8,209472656;8246,773438
2024-05-23-09:36:17.969;1372;461;483;478;487;481;488;490;470;1372;1372;1372;1372;1372;1372;1372;-26,9999998;1190,230752084961;-0,043976784;-0,405899048;-99,37300873;-3,52E-06;0;Off;-1;-1;8,392578125;7527,235352
2024-05-23-09:36:18.969;1372;453;485;477;486;481;488;490;469;1372;1372;1372;1372;1372;1372;1372;-26,999999;1090,2368655289079;-0,043793678;-0,393692017;-99,54534912;7,14592E-05;0;Off;-1;-1;8,209472656;7522,668457
2024-05-23-09:36:19.969;1372;453;484;477;486;480;487;492;468;1372;1372;1372;1372;1372;1372;1372;-26,999999;990,2241702040959;-0,044342995;-0,399795532;-100,1224136;6,32173E-05;0;Off;-1;-1;8,209472656;7494,252441
2024-05-23-09:36:20.969;1372;453;490;476;485;480;487;490;467;1372;1372;1372;1372;1372;1372;1372;-26,9999982;890,2301712898064;-0,044770241;-0,387588501;-100,3154526;0,000129517;0;Off;-1;-1;8,209472656;7521,653809
2024-05-23-09:36:21.969;1372;453;483;475;484;479;486;489;466;1372;1372;1372;1372;1372;1372;1372;-26,999999;790,2259477760125;-0,045014381;-0,37537384;-99,6129837;5,6836E-05;0;Off;-1;-1;8,209472656;8178,269531
2024-05-23-09:36:22.969;1372;453;483;475;484;479;486;489;470;1372;1372;1372;1372;1372;1372;1372;-26,999999;690,2795213389779;-0,045075417;-0,393692017;-100,0686646;5,4597E-05;0;Off;-1;-1;8,270507813;7540,428711
2024-05-23-09:36:23.969;1372;452;481;477;482;475;486;488;464;1372;1372;1372;1372;1372;1372;1372;-26,9999998;590,2298826260662;-0,045685887;-0,399795532;-99,77529144;-1,06E-05;0;Off;-1;-1;8,453613281;7540,936035
2024-05-23-09:36:24.969;1372;453;481;473;482;478;485;488;463;1372;1372;1372;1372;1372;1372;1372;-26,9999998;490,2258164138032;-0,045502782;-0,387588501;-100,1509552;9,16104E-06;0;Off;-1;-1;8,270507813;7529,265137
2024-05-23-09:36:25.969;1372;453;481;472;482;477;485;487;463;1372;1372;1372;1372;1372;1372;1372;-26,999999;390,2233007452012;-0,045563817;-0,399795532;-100,0826645;4,93246E-05;0;Off;-1;-1;8,392578125;7577,471191
2024-05-23-09:36:26.969;1372;452;480;471;484;477;484;485;461;1372;1372;1372;1372;1372;1372;1372;-26,9999998;290,2696384377481;-0,045624852;-0,405899048;-99,53005219;-1,92E-05;0;Off;-1;-1;8,270507813;8234,086914
2024-05-23-09:36:27.969;1372;452;485;470;480;476;483;486;461;1372;1372;1372;1372;1372;1372;1372;-26,9999998;193,5655336259938;-0,046113133;-0,412002563;-91,70152283;-5,75E-06;0;Off;-1;-1;8,453613281;7576,963867
2024-05-23-09:36:28.969;1372;452;479;470;480;475;483;486;466;1372;1372;1372;1372;1372;1372;1372;-26,999999;109,46528138757719;-0,046113133;-0,412002563;-74,64958191;5,01955E-05;0;Off;-1;-1;8,392578125;7531,294922
2024-05-23-09:36:29.969;1372;453;479;469;479;474;486;485;461;1372;1372;1372;1372;1372;1372;1372;-26,9999998;47,969371488819206;-0,046235204;-0,405899048;-47,47668457;-3,00E-05;0;Off;-1;-1;8,392578125;7541,443359
2024-05-23-09:36:30.969;1372;452;478;468;478;474;482;484;461;1372;1372;1372;1372;1372;1372;1372;-26,999999;14,686165295276737;-0,04654038;-0,412002563;-21,19174957;6,66834E-05;0;Off;-1;-1;8,453613281;7515,564453
2024-05-23-09:36:31.969;1372;450;477;468;478;473;482;484;460;1372;1372;1372;1372;1372;1372;1372;-26,999999;1,999437286834791;-0,046723485;-0,43031311;-5,462501526;4,73304E-05;0;Off;-1;-1;8,453613281;8119,407715
2024-05-23-09:36:32.969;1372;452;477;467;477;472;481;482;460;1372;1372;1372;1372;1372;1372;1372;-26,9999998;-0,001078639;-0,04666245;-0,412002563;-0,043193642;-1,65E-05;0;Off;-1;-1;8,392578125;7549,5625
